participantID,taskID,Condition,Accuracy,Time,Order,Confidence,Difficulty,Answer
55894f58fdf99b5ccca3c2f7,S-task16,nodeLink,1,2.783333333333333,15,6,3,Hmm besides Alex and Robert together being connected to what seems to be about half of the network not much particularly.
55894f58fdf99b5ccca3c2f7,S-task12,nodeLink,0,4.633333333333334,6,4,3,600
55894f58fdf99b5ccca3c2f7,S-task14,nodeLink,1,1.0333333333333334,5,7,1,
55894f58fdf99b5ccca3c2f7,S-task15,nodeLink,1,1.85,2,7,1,
55894f58fdf99b5ccca3c2f7,S-task05,nodeLink,1,0.5166666666666667,14,7,1,
5591cd21fdf99b63126f6c60,S-task07,adjMatrix,1,1.1833333333333333,11,7,1,
5591cd21fdf99b63126f6c60,S-task16,adjMatrix,1,3.7333333333333334,15,4,4,South America is the least popular continent for Twitter accounts.North America is the most popular continent for Twitter accounts.MViews is a relatively new account yet has a large number of followers.
5591cd21fdf99b63126f6c60,S-task09,adjMatrix,1,0.7333333333333333,9,7,1,4
5591cd21fdf99b63126f6c60,S-task11,adjMatrix,1,0.7666666666666667,8,7,1,
5591cd21fdf99b63126f6c60,S-task03,adjMatrix,1,1.3166666666666667,3,2,7,
5591cd21fdf99b63126f6c60,S-task10,adjMatrix,0.75,1.8833333333333333,1,7,5,
5591cd21fdf99b63126f6c60,S-task13,adjMatrix,0,1.15,14,1,6,
5591cd21fdf99b63126f6c60,S-task04,adjMatrix,1,0.7,4,7,1,
5591cd21fdf99b63126f6c60,S-task14,adjMatrix,0,1.05,7,1,4,
5591cd21fdf99b63126f6c60,S-task15,adjMatrix,1,1.3166666666666667,5,1,7,
5591cd21fdf99b63126f6c60,S-task01,adjMatrix,0,0.35,12,7,1,
5591cd21fdf99b63126f6c60,S-task08,adjMatrix,0,0.8666666666666667,0,3,7,
5591cd21fdf99b63126f6c60,S-task02,adjMatrix,1,0.9333333333333333,10,7,1,
5591cd21fdf99b63126f6c60,S-task06,adjMatrix,1,0.5166666666666667,2,7,1,
5591cd21fdf99b63126f6c60,S-task05,adjMatrix,1,0.7,13,7,1,
5591cd21fdf99b63126f6c60,S-task12,adjMatrix,0.4996810708703372,3.25,6,3,7,588
55d0d4b334e9060005e57470,S-task06,nodeLink,1,0.38333333333333336,1,7,1,
55d0d4b334e9060005e57470,S-task13,nodeLink,1,0.75,7,6,2,
55d0d4b334e9060005e57470,S-task05,nodeLink,1,0.38333333333333336,6,7,1,
55d0d4b334e9060005e57470,S-task12,nodeLink,0.26929767867763144,2.8,10,3,6,500
55d0d4b334e9060005e57470,S-task02,nodeLink,1,1.7166666666666666,4,7,3,
55d0d4b334e9060005e57470,S-task09,nodeLink,1,0.5833333333333334,8,7,2,4
55d0d4b334e9060005e57470,S-task03,nodeLink,0.5,1.25,11,5,3,
55d0d4b334e9060005e57470,S-task16,nodeLink,1,6.533333333333333,15,1,7,Nothing particularly surprising. It does seem a bit odd that Jon Jeffrey Alex and Rob have such large networks with their lower than average tweeting. 
55d0d4b334e9060005e57470,S-task04,nodeLink,1,0.3,2,7,1,
55d0d4b334e9060005e57470,S-task15,nodeLink,1,0.6666666666666666,12,4,2,
55d0d4b334e9060005e57470,S-task14,nodeLink,1,0.5833333333333334,13,6,2,
55d0d4b334e9060005e57470,S-task08,nodeLink,1,1.5333333333333334,5,5,4,
55d0d4b334e9060005e57470,S-task01,nodeLink,1,0.55,9,7,1,
55d0d4b334e9060005e57470,S-task07,nodeLink,1,1.1166666666666667,0,5,2,
55d0d4b334e9060005e57470,S-task10,nodeLink,1,0.8,14,7,1,
55d0d4b334e9060005e57470,S-task11,nodeLink,1,0.43333333333333335,3,6,1,
55e7b91341988f000575d6b5,S-task16,adjMatrix,1,0.9333333333333333,15,1,7,It's mostly half European and half North American; and mostly people. Most accounts are old.
55e7b91341988f000575d6b5,S-task06,adjMatrix,1,0.6333333333333333,5,7,1,
55e7b91341988f000575d6b5,S-task08,adjMatrix,1,0.6833333333333333,9,7,1,
55e7b91341988f000575d6b5,S-task05,adjMatrix,0,1.1333333333333333,1,7,1,
55e7b91341988f000575d6b5,S-task15,adjMatrix,0,0.5666666666666667,7,7,2,
55e7b91341988f000575d6b5,S-task10,adjMatrix,0.75,2.316666666666667,12,1,7,
55e7b91341988f000575d6b5,S-task12,adjMatrix,0,1.1333333333333333,10,1,7,5500
55e7b91341988f000575d6b5,S-task01,adjMatrix,1,0.36666666666666664,3,7,1,
55e7b91341988f000575d6b5,S-task03,adjMatrix,0,0.8333333333333334,11,4,5,
55e7b91341988f000575d6b5,S-task02,adjMatrix,1,0.3,8,7,1,
55e7b91341988f000575d6b5,S-task14,adjMatrix,0,1.8,2,4,5,
55e7b91341988f000575d6b5,S-task07,adjMatrix,1,1.2166666666666666,6,7,1,
55e7b91341988f000575d6b5,S-task11,adjMatrix,1,0.5333333333333333,14,4,5,
55e7b91341988f000575d6b5,S-task04,adjMatrix,1,0.6666666666666666,13,4,5,
55e7b91341988f000575d6b5,S-task09,adjMatrix,1,0.6333333333333333,0,6,1,4
55e7b91341988f000575d6b5,S-task13,adjMatrix,1,1.65,4,7,4,
55fc2b4377f33b000ecb21ed,S-task10,adjMatrix,1,0.7,13,7,1,
55fc2b4377f33b000ecb21ed,S-task04,adjMatrix,1,0.5833333333333334,2,7,1,
55fc2b4377f33b000ecb21ed,S-task09,adjMatrix,0.5,0.3,0,5,5,5
55fc2b4377f33b000ecb21ed,S-task03,adjMatrix,0,1.0333333333333334,7,6,3,
55fc2b4377f33b000ecb21ed,S-task15,adjMatrix,0,2.1,1,1,7,
55fc2b4377f33b000ecb21ed,S-task14,adjMatrix,1,0.9,3,1,7,
55fc2b4377f33b000ecb21ed,S-task01,adjMatrix,1,0.5,6,7,1,
55fc2b4377f33b000ecb21ed,S-task02,adjMatrix,1,0.5,4,7,1,
55fc2b4377f33b000ecb21ed,S-task16,adjMatrix,1,0.7833333333333333,15,7,1,Mviews is the most standout to me.  They have a TON of followers second most to be exact and their account is the youngest by far.
55fc2b4377f33b000ecb21ed,S-task08,adjMatrix,1,1.4166666666666667,11,6,4,
55fc2b4377f33b000ecb21ed,S-task05,adjMatrix,1,0.35,9,7,1,
55fc2b4377f33b000ecb21ed,S-task07,adjMatrix,1,1.2,12,3,5,
55fc2b4377f33b000ecb21ed,S-task06,adjMatrix,1,0.43333333333333335,5,5,3,
55fc2b4377f33b000ecb21ed,S-task13,adjMatrix,1,1.0833333333333333,8,1,7,
55fc2b4377f33b000ecb21ed,S-task12,adjMatrix,0,0.65,14,2,7,750
55fc2b4377f33b000ecb21ed,S-task11,adjMatrix,0,0.7666666666666667,10,7,1,
5609f723d7def20012b73f6e,S-task12,nodeLink,0,2.3,10,3,6,800
5609f723d7def20012b73f6e,S-task13,nodeLink,1,0.8166666666666667,7,6,4,
5609f723d7def20012b73f6e,S-task08,nodeLink,0,0.55,12,6,3,
5609f723d7def20012b73f6e,S-task10,nodeLink,0,0.65,9,6,4,
5609f723d7def20012b73f6e,S-task04,nodeLink,1,0.2,11,7,1,
5609f723d7def20012b73f6e,S-task15,nodeLink,1,1.35,0,6,5,
5609f723d7def20012b73f6e,S-task03,nodeLink,1,1.1333333333333333,4,3,5,
5609f723d7def20012b73f6e,S-task07,nodeLink,1,0.65,8,5,4,
5609f723d7def20012b73f6e,S-task09,nodeLink,0,0.5833333333333334,2,6,5,2
5609f723d7def20012b73f6e,S-task11,nodeLink,1,0.43333333333333335,3,7,2,
5609f723d7def20012b73f6e,S-task06,nodeLink,1,0.2833333333333333,5,7,1,
5609f723d7def20012b73f6e,S-task01,nodeLink,1,0.5,6,6,4,
5609f723d7def20012b73f6e,S-task16,nodeLink,1,9.033333333333333,15,6,4,Robert is very active Klaus is very inactive Robert and Jeffery are the two most important nodes in the graph. I thought there would be more institutions that take importance than people. A lot of the continents are clustered together which is not that surprising. 
5609f723d7def20012b73f6e,S-task02,nodeLink,0,0.9,13,4,5,
5609f723d7def20012b73f6e,S-task05,nodeLink,1,0.3,14,7,1,
5609f723d7def20012b73f6e,S-task14,nodeLink,1,0.48333333333333334,1,7,3,
565248ccfea9c60012c5cc62,S-task11,adjMatrix,1,0.9833333333333333,3,6,2,
565248ccfea9c60012c5cc62,S-task03,adjMatrix,0.5,1.2833333333333334,9,2,6,
565248ccfea9c60012c5cc62,S-task12,adjMatrix,0.19971628909866745,2.7666666666666666,1,2,6,600
565248ccfea9c60012c5cc62,S-task08,adjMatrix,1,0.8833333333333333,14,6,2,
565248ccfea9c60012c5cc62,S-task01,adjMatrix,1,0.7166666666666667,0,7,2,
565248ccfea9c60012c5cc62,S-task10,adjMatrix,0.75,1.9,7,4,4,
565248ccfea9c60012c5cc62,S-task09,adjMatrix,1,0.45,12,6,2,4
565248ccfea9c60012c5cc62,S-task02,adjMatrix,1,0.7,10,6,2,
565248ccfea9c60012c5cc62,S-task07,adjMatrix,1,1.9166666666666667,4,6,2,
565248ccfea9c60012c5cc62,S-task15,adjMatrix,1,1.6333333333333333,13,1,7,
565248ccfea9c60012c5cc62,S-task16,adjMatrix,1,4,15,1,6,Jeffrey Robert and Alex are higly connected. However Jeffrey and Alex have a rather low number of tweets.
565248ccfea9c60012c5cc62,S-task04,adjMatrix,1,0.95,2,6,3,
565248ccfea9c60012c5cc62,S-task14,adjMatrix,1,0.9666666666666667,6,6,2,
565248ccfea9c60012c5cc62,S-task05,adjMatrix,1,0.6,5,6,1,
565248ccfea9c60012c5cc62,S-task06,adjMatrix,1,0.35,11,6,2,
565248ccfea9c60012c5cc62,S-task13,adjMatrix,1,0.8666666666666667,8,6,2,
566c9284d408ea000519c6d7,S-task04,nodeLink,0.75,0.2833333333333333,10,7,1,
566c9284d408ea000519c6d7,S-task14,nodeLink,1,0.75,8,7,1,
566c9284d408ea000519c6d7,S-task08,nodeLink,0.5,1.65,6,1,7,
566c9284d408ea000519c6d7,S-task07,nodeLink,0.5,2.2,0,4,4,
566c9284d408ea000519c6d7,S-task15,nodeLink,1,1.3833333333333333,4,2,7,
566c9284d408ea000519c6d7,S-task03,nodeLink,0,1.8,9,2,6,
566c9284d408ea000519c6d7,S-task11,nodeLink,1,0.5666666666666667,5,7,1,
566c9284d408ea000519c6d7,S-task02,nodeLink,0,1.6166666666666667,11,4,4,
566c9284d408ea000519c6d7,S-task05,nodeLink,1,0.5666666666666667,3,6,2,
566c9284d408ea000519c6d7,S-task13,nodeLink,1,0.6333333333333333,14,7,1,
566c9284d408ea000519c6d7,S-task01,nodeLink,1,0.43333333333333335,2,7,1,
566c9284d408ea000519c6d7,S-task12,nodeLink,0,1.65,7,1,7,400
566c9284d408ea000519c6d7,S-task09,nodeLink,1,0.6166666666666667,12,7,1,4
566c9284d408ea000519c6d7,S-task10,nodeLink,1,1.0833333333333333,13,5,3,
566c9284d408ea000519c6d7,S-task06,nodeLink,1,0.25,1,7,1,
566c9284d408ea000519c6d7,S-task16,nodeLink,1,3.9166666666666665,15,4,4,There are only three accounts with an Asian origin and none from South America.
568c67547374ad000cc7448c,S-task07,nodeLink,1,1.4666666666666666,10,5,4,
568c67547374ad000cc7448c,S-task12,nodeLink,0,1.2166666666666666,0,3,6,700
568c67547374ad000cc7448c,S-task08,nodeLink,1,2.9833333333333334,12,6,7,
568c67547374ad000cc7448c,S-task14,nodeLink,0,0.75,7,6,3,
568c67547374ad000cc7448c,S-task10,nodeLink,1,1.5666666666666667,8,6,1,
568c67547374ad000cc7448c,S-task02,nodeLink,0.5,2.533333333333333,6,6,6,
568c67547374ad000cc7448c,S-task16,nodeLink,1,2.4833333333333334,15,2,7,The institutions have fewer neighbors on average than the people.
568c67547374ad000cc7448c,S-task05,nodeLink,1,1.6333333333333333,9,7,1,
568c67547374ad000cc7448c,S-task01,nodeLink,1,0.7833333333333333,11,7,1,
568c67547374ad000cc7448c,S-task09,nodeLink,1,0.5666666666666667,14,7,1,4
568c67547374ad000cc7448c,S-task06,nodeLink,1,0.7333333333333333,2,6,2,
568c67547374ad000cc7448c,S-task13,nodeLink,1,2.066666666666667,13,6,3,
568c67547374ad000cc7448c,S-task15,nodeLink,1,0.8,3,6,2,
568c67547374ad000cc7448c,S-task04,nodeLink,1,0.4,5,7,1,
568c67547374ad000cc7448c,S-task11,nodeLink,1,0.75,4,7,1,
568c67547374ad000cc7448c,S-task03,nodeLink,1,1.5166666666666666,1,5,4,
56b3edf12bac74000d89e452,S-task11,adjMatrix,0,0.7166666666666667,13,6,1,
56b3edf12bac74000d89e452,S-task02,adjMatrix,1,1.7166666666666666,1,7,1,
56b3edf12bac74000d89e452,S-task09,adjMatrix,1,1.1333333333333333,0,7,1,4
56b3edf12bac74000d89e452,S-task04,adjMatrix,1,1.9833333333333334,9,5,2,
56b3edf12bac74000d89e452,S-task12,adjMatrix,0.2393233262021136,2.4,3,4,3,750
56b3edf12bac74000d89e452,S-task16,adjMatrix,1,4.516666666666667,15,4,4,Older accounts have more followers and tweets but only after 3819 days.Europeans in general have fewer followers and tweets compared to Americans.Many people have interacted with Jeffrey but only once.Generally institutions have fewer tweets and followers than people.
56b3edf12bac74000d89e452,S-task15,adjMatrix,1,6.05,6,3,2,
56b3edf12bac74000d89e452,S-task05,adjMatrix,0,1.8333333333333333,11,2,2,
56b3edf12bac74000d89e452,S-task08,adjMatrix,1,1.7333333333333334,12,6,3,
56b3edf12bac74000d89e452,S-task10,adjMatrix,1,2.033333333333333,2,6,2,
56b3edf12bac74000d89e452,S-task14,adjMatrix,1,0.95,4,4,2,
56b3edf12bac74000d89e452,S-task03,adjMatrix,1,3.55,10,2,6,
56b3edf12bac74000d89e452,S-task01,adjMatrix,1,1.0333333333333334,7,7,1,
56b3edf12bac74000d89e452,S-task13,adjMatrix,0,1.5333333333333334,8,2,3,
56b3edf12bac74000d89e452,S-task07,adjMatrix,1,4.4,5,5,2,
56b3edf12bac74000d89e452,S-task06,adjMatrix,1,0.9833333333333333,14,7,1,
572f526c3c27e7000e0b8aaa,S-task11,nodeLink,0,1.4666666666666666,5,6,3,
572f526c3c27e7000e0b8aaa,S-task15,nodeLink,1,1.35,2,5,5,
572f526c3c27e7000e0b8aaa,S-task09,nodeLink,0,1.4666666666666666,3,6,4,2
572f526c3c27e7000e0b8aaa,S-task06,nodeLink,1,1,1,6,2,
572f526c3c27e7000e0b8aaa,S-task03,nodeLink,0,1.75,6,5,5,
572f526c3c27e7000e0b8aaa,S-task02,nodeLink,0,4.966666666666667,11,3,7,
572f526c3c27e7000e0b8aaa,S-task08,nodeLink,0.5,2.3666666666666667,4,3,6,
572f526c3c27e7000e0b8aaa,S-task10,nodeLink,1,1.4666666666666666,13,6,2,
572f526c3c27e7000e0b8aaa,S-task01,nodeLink,1,1.7,14,6,2,
572f526c3c27e7000e0b8aaa,S-task04,nodeLink,1,0.8,12,7,1,
572f526c3c27e7000e0b8aaa,S-task05,nodeLink,1,1.4666666666666666,9,6,1,
572f526c3c27e7000e0b8aaa,S-task16,nodeLink,1,2.466666666666667,15,1,7,nothing I can see in particular
572f526c3c27e7000e0b8aaa,S-task14,nodeLink,1,1.7833333333333334,10,6,3,
572f526c3c27e7000e0b8aaa,S-task12,nodeLink,0,2.65,7,3,6,600
572f526c3c27e7000e0b8aaa,S-task13,nodeLink,1,2.0833333333333335,0,6,2,
572f526c3c27e7000e0b8aaa,S-task07,nodeLink,1,1.6666666666666667,8,5,3,
574b79285e549100063c292e,S-task05,nodeLink,1,2.1166666666666667,5,5,3,
574b79285e549100063c292e,S-task07,nodeLink,1,2.25,11,4,5,
574b79285e549100063c292e,S-task11,nodeLink,1,0.7,14,6,3,
574b79285e549100063c292e,S-task09,nodeLink,1,1.2833333333333334,6,4,4,4
574b79285e549100063c292e,S-task01,nodeLink,1,0.85,1,6,1,
574b79285e549100063c292e,S-task13,nodeLink,1,1.0833333333333333,13,5,3,
574b79285e549100063c292e,S-task10,nodeLink,1,3.1166666666666667,10,5,3,
574b79285e549100063c292e,S-task02,nodeLink,0.5,5.05,2,5,5,
574b79285e549100063c292e,S-task03,nodeLink,1,3.7666666666666666,8,3,5,
574b79285e549100063c292e,S-task04,nodeLink,1,1.0666666666666667,0,6,2,
574b79285e549100063c292e,S-task16,nodeLink,1,1.85,15,4,4,How little represented that Asia and South America is as a whole. 
574b79285e549100063c292e,S-task06,nodeLink,1,0.6166666666666667,7,6,3,
574b79285e549100063c292e,S-task08,nodeLink,0.5,1.0333333333333334,9,5,4,
574b79285e549100063c292e,S-task14,nodeLink,1,1.0833333333333333,4,5,3,
574b79285e549100063c292e,S-task12,nodeLink,0,3.45,12,2,5,800
574b79285e549100063c292e,S-task15,nodeLink,1,1.4666666666666666,3,5,4,
5754701bae3fc40006e1d950,S-task10,nodeLink,1,0.6333333333333333,0,5,5,
5754701bae3fc40006e1d950,S-task16,nodeLink,1,0.7666666666666667,15,2,5,I don't see anything that stands out.
5754701bae3fc40006e1d950,S-task05,nodeLink,1,0.48333333333333334,6,6,1,
5754701bae3fc40006e1d950,S-task02,nodeLink,0,0.7666666666666667,14,3,6,
5754701bae3fc40006e1d950,S-task03,nodeLink,0,0.75,10,2,6,
5754701bae3fc40006e1d950,S-task08,nodeLink,0.5,0.65,11,4,4,
5754701bae3fc40006e1d950,S-task06,nodeLink,1,0.6833333333333333,2,6,6,
5754701bae3fc40006e1d950,S-task13,nodeLink,1,0.38333333333333336,12,5,2,
5754701bae3fc40006e1d950,S-task04,nodeLink,1,0.31666666666666665,13,7,1,
5754701bae3fc40006e1d950,S-task07,nodeLink,1,0.7166666666666667,9,4,5,
5754701bae3fc40006e1d950,S-task15,nodeLink,1,0.6666666666666666,3,6,6,
5754701bae3fc40006e1d950,S-task11,nodeLink,1,0.43333333333333335,4,6,3,
5754701bae3fc40006e1d950,S-task12,nodeLink,0,1.9833333333333334,1,3,3,700
5754701bae3fc40006e1d950,S-task09,nodeLink,1,0.31666666666666665,5,6,3,4
5754701bae3fc40006e1d950,S-task01,nodeLink,1,0.7,7,3,5,
5754701bae3fc40006e1d950,S-task14,nodeLink,1,0.9,8,5,2,
57703d9ee26bd40001ebf9e8,S-task12,nodeLink,0,2.966666666666667,10,3,6,500
57703d9ee26bd40001ebf9e8,S-task07,nodeLink,1,0.48333333333333334,12,7,2,
57703d9ee26bd40001ebf9e8,S-task05,nodeLink,1,0.26666666666666666,8,7,1,
57703d9ee26bd40001ebf9e8,S-task09,nodeLink,1,0.36666666666666664,6,7,1,4
57703d9ee26bd40001ebf9e8,S-task04,nodeLink,1,0.2,13,7,1,
57703d9ee26bd40001ebf9e8,S-task14,nodeLink,1,0.45,5,7,2,
57703d9ee26bd40001ebf9e8,S-task11,nodeLink,1,0.38333333333333336,1,7,1,
57703d9ee26bd40001ebf9e8,S-task03,nodeLink,1,1.4333333333333333,9,5,3,
57703d9ee26bd40001ebf9e8,S-task06,nodeLink,1,0.26666666666666666,3,7,1,
57703d9ee26bd40001ebf9e8,S-task01,nodeLink,1,0.6166666666666667,7,6,5,
57703d9ee26bd40001ebf9e8,S-task02,nodeLink,0.5,1.5833333333333333,0,7,6,
57703d9ee26bd40001ebf9e8,S-task16,nodeLink,1,2.3333333333333335,15,1,4,Some users on the outskirts of the graph (i.e. having a small number of edges) have a disproportionately large number of followers. You can't get that many followers just by interacting with one or two users so it shows that you had to cut the graph off somewhere because otherwise it would go on forever.
57703d9ee26bd40001ebf9e8,S-task15,nodeLink,1,0.4166666666666667,2,7,1,
57703d9ee26bd40001ebf9e8,S-task10,nodeLink,1,0.5166666666666667,4,7,3,
57703d9ee26bd40001ebf9e8,S-task13,nodeLink,1,0.43333333333333335,14,7,2,
57703d9ee26bd40001ebf9e8,S-task08,nodeLink,1,1.7,11,7,4,
57a344d28eccbc0001f39d60,S-task05,nodeLink,1,0.6166666666666667,3,6,2,
57a344d28eccbc0001f39d60,S-task14,nodeLink,1,1.1333333333333333,0,6,2,
57a344d28eccbc0001f39d60,S-task09,nodeLink,1,0.6333333333333333,1,5,3,4
57a344d28eccbc0001f39d60,S-task11,nodeLink,1,0.5166666666666667,14,6,3,
57a344d28eccbc0001f39d60,S-task10,nodeLink,1,0.95,4,5,4,
57a344d28eccbc0001f39d60,S-task16,nodeLink,1,2.85,15,3,5,alex seems to have had a lot of interactions with various nodes but not many likes. Indicating he may tweet mention or retweet a lot and be very active.
57a344d28eccbc0001f39d60,S-task02,nodeLink,0.5,3.55,2,2,6,
57a344d28eccbc0001f39d60,S-task01,nodeLink,1,0.8833333333333333,9,5,3,
57a344d28eccbc0001f39d60,S-task04,nodeLink,1,0.3333333333333333,8,6,2,
57a344d28eccbc0001f39d60,S-task15,nodeLink,0,0.6,10,1,5,
57a344d28eccbc0001f39d60,S-task03,nodeLink,1,1.3166666666666667,13,3,5,
57a344d28eccbc0001f39d60,S-task13,nodeLink,1,1.5166666666666666,12,4,4,
57a344d28eccbc0001f39d60,S-task08,nodeLink,0,1.4166666666666667,11,5,3,
57a344d28eccbc0001f39d60,S-task12,nodeLink,0,1.95,5,1,6,1600
57a344d28eccbc0001f39d60,S-task07,nodeLink,1,1.7833333333333334,7,5,3,
57a344d28eccbc0001f39d60,S-task06,nodeLink,1,0.55,6,6,2,
57a48845eeaf6d00018d62d7,S-task06,adjMatrix,1,0.4,10,5,3,
57a48845eeaf6d00018d62d7,S-task01,adjMatrix,1,0.43333333333333335,12,7,1,
57a48845eeaf6d00018d62d7,S-task07,adjMatrix,0.5,0.8,14,3,5,
57a48845eeaf6d00018d62d7,S-task03,adjMatrix,0,0.35,3,5,3,
57a48845eeaf6d00018d62d7,S-task10,adjMatrix,1,1.2333333333333334,13,4,5,
57a48845eeaf6d00018d62d7,S-task08,adjMatrix,1,1.0833333333333333,1,2,3,
57a48845eeaf6d00018d62d7,S-task12,adjMatrix,0,1.1333333333333333,9,1,7,500
57a48845eeaf6d00018d62d7,S-task04,adjMatrix,1,0.6333333333333333,0,6,6,
57a48845eeaf6d00018d62d7,S-task02,adjMatrix,1,0.55,4,7,1,
57a48845eeaf6d00018d62d7,S-task05,adjMatrix,1,0.65,6,5,5,
57a48845eeaf6d00018d62d7,S-task15,adjMatrix,0,0.8166666666666667,2,3,4,
57a48845eeaf6d00018d62d7,S-task11,adjMatrix,1,0.6333333333333333,8,6,3,
