participantID,eventID,eventLabel,startTime,endTime,level
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 21:19:02 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:20:18 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 21:20:27 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:21:12 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 21:21:17 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:21:48 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 21:21:50 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:22:38 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 21:23:35 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:24:02 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,study,study,Tue Aug 27 2019 21:24:02 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:14:21 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 21:24:05 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:24:06 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 21:24:09 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:25:10 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 21:25:10 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:26:09 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 21:26:09 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:28:29 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 21:28:29 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:30:05 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 21:30:05 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:31:18 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 21:31:18 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:33:40 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 21:33:01 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:33:14 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 21:33:40 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:35:20 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 21:35:20 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:07:38 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 21:44:32 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:44:33 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 21:48:01 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:03:15 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 22:03:16 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:03:17 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 22:03:18 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:04:52 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 22:07:38 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:09:00 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 22:07:40 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:07:41 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 22:09:00 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:09:21 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 22:09:21 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:09:58 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 22:09:58 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:10:31 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 22:10:31 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:10:57 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 22:10:57 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:11:25 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 22:11:25 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:13:04 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 22:11:29 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:11:30 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,task,task,Tue Aug 27 2019 22:13:04 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:14:20 GMT-0400 (Eastern Daylight Time),1
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 22:13:18 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:13:19 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,feedback,feedback,Tue Aug 27 2019 22:14:21 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:15:19 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,browse away,browse away,Tue Aug 27 2019 22:15:17 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 22:15:18 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,training,training,Tue Aug 27 2019 20:26:18 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:29:22 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,trials,trials,Tue Aug 27 2019 20:29:37 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:34:46 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:29:37 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:33:04 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,help,help,Tue Aug 27 2019 20:32:48 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:32:55 GMT-0400 (Eastern Daylight Time),2
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:33:04 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:34:46 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,study,study,Tue Aug 27 2019 20:34:46 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:56:00 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:34:53 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:35:41 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:35:41 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:36:34 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:36:34 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:38:10 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,help,help,Tue Aug 27 2019 20:37:02 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:37:05 GMT-0400 (Eastern Daylight Time),2
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:38:10 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:41:01 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:41:01 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:42:09 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:42:09 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:42:54 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:42:54 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:44:03 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:44:03 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:44:53 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:44:53 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:46:09 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:46:09 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:46:56 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:46:56 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:48:18 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:48:18 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:48:45 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:48:45 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:50:20 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:50:20 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:51:31 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:51:31 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:53:22 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,task,task,Tue Aug 27 2019 20:53:22 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:55:59 GMT-0400 (Eastern Daylight Time),1
5588d7a1fdf99b304ee56840,browse away,browse away,Tue Aug 27 2019 20:53:37 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:54:01 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,feedback,feedback,Tue Aug 27 2019 20:56:00 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:57:20 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,training,training,Tue Aug 27 2019 20:46:46 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:50:34 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,trials,trials,Tue Aug 27 2019 20:51:17 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:57:22 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 20:51:17 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:55:22 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,guided tour,guided tour,Tue Aug 27 2019 20:51:47 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:54:25 GMT-0400 (Eastern Daylight Time),2
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 20:55:22 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:57:22 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,second guided tour,second guided tour,Tue Aug 27 2019 20:56:00 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 20:57:04 GMT-0400 (Eastern Daylight Time),2
55894f58fdf99b5ccca3c2f7,study,study,Tue Aug 27 2019 20:57:22 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:37:05 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 20:59:48 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:07:09 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,help,help,Tue Aug 27 2019 21:01:25 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:01:37 GMT-0400 (Eastern Daylight Time),2
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:07:09 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:08:10 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:08:10 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:10:04 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:10:04 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:19:09 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,help,help,Tue Aug 27 2019 21:15:20 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:15:21 GMT-0400 (Eastern Daylight Time),2
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:19:09 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:20:00 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:20:00 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:21:06 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:21:06 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:25:53 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:25:53 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:26:39 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:26:39 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:28:27 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:28:27 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:29:00 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:29:00 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:29:47 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:29:47 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:30:12 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:30:12 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:31:21 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:31:21 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:33:26 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:33:26 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:34:00 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,task,task,Tue Aug 27 2019 21:34:00 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:37:05 GMT-0400 (Eastern Daylight Time),1
55894f58fdf99b5ccca3c2f7,feedback,feedback,Tue Aug 27 2019 21:37:06 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:38:19 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,training,training,Tue Aug 27 2019 20:58:14 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:03:00 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,trials,trials,Tue Aug 27 2019 21:03:19 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:16:21 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:03:19 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:15:58 GMT-0400 (Eastern Daylight Time),1
558acd52fdf99b65685f03d9,guided tour,guided tour,Tue Aug 27 2019 21:03:37 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:06:52 GMT-0400 (Eastern Daylight Time),2
558acd52fdf99b65685f03d9,help,help,Tue Aug 27 2019 21:08:43 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:09:04 GMT-0400 (Eastern Daylight Time),2
558acd52fdf99b65685f03d9,help,help,Tue Aug 27 2019 21:12:44 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:13:16 GMT-0400 (Eastern Daylight Time),2
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:15:58 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:16:21 GMT-0400 (Eastern Daylight Time),1
558acd52fdf99b65685f03d9,study,study,Tue Aug 27 2019 21:16:21 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:59:31 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:16:50 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:18:21 GMT-0400 (Eastern Daylight Time),1
558acd52fdf99b65685f03d9,help,help,Tue Aug 27 2019 21:20:04 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:20:15 GMT-0400 (Eastern Daylight Time),2
558acd52fdf99b65685f03d9,browse away,browse away,Tue Aug 27 2019 21:29:04 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:29:07 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:31:57 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:34:08 GMT-0400 (Eastern Daylight Time),1
558acd52fdf99b65685f03d9,help,help,Tue Aug 27 2019 21:35:02 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:35:22 GMT-0400 (Eastern Daylight Time),2
558acd52fdf99b65685f03d9,help,help,Tue Aug 27 2019 21:43:52 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:43:58 GMT-0400 (Eastern Daylight Time),2
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:45:32 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:50:21 GMT-0400 (Eastern Daylight Time),1
558acd52fdf99b65685f03d9,help,help,Tue Aug 27 2019 21:47:27 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:47:36 GMT-0400 (Eastern Daylight Time),2
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:50:21 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:51:57 GMT-0400 (Eastern Daylight Time),1
558acd52fdf99b65685f03d9,browse away,browse away,Tue Aug 27 2019 21:50:26 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:50:28 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:51:57 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:52:45 GMT-0400 (Eastern Daylight Time),1
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:52:45 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:54:54 GMT-0400 (Eastern Daylight Time),1
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:54:54 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:55:32 GMT-0400 (Eastern Daylight Time),1
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:55:32 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:56:26 GMT-0400 (Eastern Daylight Time),1
558acd52fdf99b65685f03d9,browse away,browse away,Tue Aug 27 2019 21:55:37 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:55:39 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:56:26 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:57:27 GMT-0400 (Eastern Daylight Time),1
558acd52fdf99b65685f03d9,task,task,Tue Aug 27 2019 21:57:27 GMT-0400 (Eastern Daylight Time),Tue Aug 27 2019 21:58:25 GMT-0400 (Eastern Daylight Time),1
