participantID,eventID,eventLabel,time,level
545d6768fdf99b7f9fca24e3,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:01:41 GMT-0400 (Eastern Daylight Time),0
545d6768fdf99b7f9fca24e3,searched for node,searched for node,Tue Aug 27 2019 21:01:51 GMT-0400 (Eastern Daylight Time),0
545d6768fdf99b7f9fca24e3,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:02:41 GMT-0400 (Eastern Daylight Time),0
545d6768fdf99b7f9fca24e3,searched for node,searched for node,Tue Aug 27 2019 21:03:01 GMT-0400 (Eastern Daylight Time),0
545d6768fdf99b7f9fca24e3,searched for node,searched for node,Tue Aug 27 2019 21:03:05 GMT-0400 (Eastern Daylight Time),0
545d6768fdf99b7f9fca24e3,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:03:56 GMT-0400 (Eastern Daylight Time),0
545d6768fdf99b7f9fca24e3,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:05:10 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,signed consent form,signed consent form,Tue Aug 27 2019 21:04:38 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:09:02 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,cleared all selections,cleared all selections,Tue Aug 27 2019 21:11:31 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:15:55 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:16:10 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:16:36 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:16:37 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:16:37 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:16:51 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:16:53 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:16:54 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:16:54 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:04 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:05 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:08 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:08 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:17 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:18 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:21 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:27 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:27 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:31 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:31 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:39 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:40 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:40 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:44 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:44 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:45 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:48 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:48 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:54 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:54 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:55 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:17:59 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:18:01 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:18:01 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:18:06 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:18:06 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:18:13 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:18:15 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:18:15 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:18:19 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,cleared all selections,cleared all selections,Tue Aug 27 2019 21:23:37 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:24:27 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:25:03 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:25:28 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:25:29 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:25:30 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:26:02 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:26:24 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:28:25 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:28:53 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:29:03 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:29:10 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:29:11 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:30:00 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:30:24 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:30:25 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:31:14 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:31:43 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:31:43 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:32:45 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 21:33:59 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:35:16 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 22:05:02 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted invalid answer,submitted invalid answer,Tue Aug 27 2019 22:05:53 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 22:07:35 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 22:07:54 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 22:08:12 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 22:08:55 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 22:09:18 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 22:09:32 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 22:09:34 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 22:09:54 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 22:10:06 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 22:10:27 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 22:10:53 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,searched for node,searched for node,Tue Aug 27 2019 22:11:06 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 22:11:21 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 22:12:59 GMT-0400 (Eastern Daylight Time),0
546e3c21fdf99b2b8df983fd,submitted valid answer,submitted valid answer,Tue Aug 27 2019 22:14:16 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,signed consent form,signed consent form,Tue Aug 27 2019 20:26:17 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:29:50 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted invalid answer,submitted invalid answer,Tue Aug 27 2019 20:32:02 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,cleared all selections,cleared all selections,Tue Aug 27 2019 20:32:16 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,cleared all selections,cleared all selections,Tue Aug 27 2019 20:32:16 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted invalid answer,submitted invalid answer,Tue Aug 27 2019 20:32:28 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted invalid answer,submitted invalid answer,Tue Aug 27 2019 20:32:30 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted invalid answer,submitted invalid answer,Tue Aug 27 2019 20:32:30 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:35:03 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:35:35 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:36:28 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:36:57 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:38:05 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:38:22 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:38:29 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:40:57 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:41:10 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:42:04 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:42:19 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:42:41 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:43:59 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:44:13 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:44:48 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:45:01 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:45:59 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:46:26 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:46:45 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:47:03 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:48:05 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:48:23 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:48:40 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:48:53 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,searched for node,searched for node,Tue Aug 27 2019 20:48:53 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:50:16 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:51:20 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:53:12 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,submitted valid answer,submitted valid answer,Tue Aug 27 2019 20:55:42 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,reloaded page,reloaded page,Tue Aug 27 2019 21:05:04 GMT-0400 (Eastern Daylight Time),0
5588d7a1fdf99b304ee56840,reloaded page,reloaded page,Tue Aug 27 2019 21:05:25 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,signed consent form,signed consent form,Tue Aug 27 2019 20:46:46 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 20:51:49 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,cleared all selections,cleared all selections,Tue Aug 27 2019 20:53:52 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 20:54:36 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:04:52 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:07:35 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:08:05 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:08:33 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:10:01 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:16:54 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:19:30 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:19:55 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:20:20 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:21:02 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:21:27 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:25:44 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:26:05 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:26:35 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:26:56 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:28:23 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:28:39 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:28:56 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:29:42 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:29:57 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:30:08 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:30:24 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:30:38 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:31:17 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:33:19 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,searched for node,searched for node,Tue Aug 27 2019 21:33:36 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:33:57 GMT-0400 (Eastern Daylight Time),0
55894f58fdf99b5ccca3c2f7,submitted valid answer,submitted valid answer,Tue Aug 27 2019 21:36:47 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,signed consent form,signed consent form,Tue Aug 27 2019 20:58:13 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,searched for node,searched for node,Tue Aug 27 2019 21:03:46 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,cleared all selections,cleared all selections,Tue Aug 27 2019 21:05:22 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,submitted incorrect answer,submitted incorrect answer,Tue Aug 27 2019 21:06:43 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,searched for node,searched for node,Tue Aug 27 2019 21:07:15 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,searched for node,searched for node,Tue Aug 27 2019 21:07:50 GMT-0400 (Eastern Daylight Time),0
558acd52fdf99b65685f03d9,searched for node,searched for node,Tue Aug 27 2019 21:07:51 GMT-0400 (Eastern Daylight Time),0
